Localisation	Id. source	Segment source	Segment cible	Id. cible
1.2.10	e4vRofb	assi commo en orden al prinçipe o en orden ala çibdat . <b> como quier que la tenperança e la fortaleza e las otras uirtudes prinçipales acaben </b> aque que las ha segunt si¶	vel ordine ad Ciuitatem : <b> non obstante quod Temperatia , | et Fortitudo , </b> et aliae virtutes huiusmodi perficiant habentem secundum se .	dviDZVY, yWyBOiX
2.3.6	iPoSZhh	mas claramente enpero las cosas estando <b> assi como agoraes tan cosa aprouechosa es ala çibdat que los çibdadanos . </b> ayan sus possessiones proprias	Rebus tamen stantibus ut nunc , <b> utile est ciuitati ciues gaudere possessionibus propriis , </b> eo quod vita ciuilis sit	w5sJzQX
