Localisation	Id. source	Segment source	Segment cible	Id. cible
3.2.2	hgd74z2	et opprimentes alios <b> intendunt proprium lucrum huiusmodi principatus Oligarchia dicitur , </b> quod idem est	mas son ricos e apremadores de los otros <b> e entienden a ganançia proprea este prinçiado </b> tal es dich obligartia	huBBvPG
3.2.7	yvXRIGD	Hanc autem rationem tangit Philosophus quinto Politicorum ubi ait , <b> tyrannidem esse oligarchiam </b> extremam idest pessimam :	en el quinto libro delas politicas <b> do dize que la tirnia es la postrimera obligarçia </b> que quiere dezer muy mala obligacion	e1DkA6V
