Localisation	Id. source	Segment source	Segment cible	Id. cible
1.3.3	l2idDI8	et exterminent . Per se enim homines non sunt exterminandi , <b> et odiendi : </b> sed	por si non son de destroyr <b> njn de aborresçer </b> mas por que las malas obras de petado son de destroyr e de aborresçer	b7Oyhpa
1.4.5	y7uxShe	Ex hoc autem apparere potest , <b> quanto odiendi sunt adulatores , </b> omnia aliorum facta commendantes .	Et desto puede paresçer <b> quanto son de aborresçer los traydores lisongeros </b> que alaban falsamente los fechos de los senores .	zBV20g2
