Localisation	Id. source	Segment source	Segment cible	Id. cible
1.1.8	sQMvbSH	Mas conuiene le partir los sus bienes <b> alos sus vassallos </b> segunt las dignidades delas personas ¶	decet enim Principem <b> sua bona distribuere </b> secundum dignitatem personarum ,	mwYufLU
1.1.9	lzMbBYY	que la su gente <b> et los sus vasallos le diesen otros bienes </b> asi commo oro o plata o otras riquezas	Quod si tamen Principes non acceptarent hanc affectionem dantium , <b> sed requirerent a gente sibi commissa alia exteriora bona , </b> ut puta aurum , vel argentum , vel diuitias alias ,	gt4TPty
