Localisation	Id. source	Segment source	Segment cible	Id. cible
2.2.20	fTXXzSf	ut se circa talia exercitaret : <b> adhuc non esset dimittendum , </b> ut non viueret ociosa ,	que se trabaiasse en tales obras <b> commo estas avn non la | deurien dexar </b> que beuiesse baldia	wNSHGTL, oQJnt5u
3.2.36	yycEWUH	nec pro aliquo alio <b> dimittendum est operari iuste et bene . </b> Tunc itaque ratione personarum punitarum	nin por otro ninguon non deue dexar de fazer iustiçia <b> e de obrar derechureramente e bien </b> Et pues que assi es estonçe son temidos los Reyes	w2Dwwbe
